RefDes;Name;PartNumber;PartNumberRU;Value;TU GOST;PartDocument;Manufacturer;Unplaced;Case;TCx;PowerRating;Voltage;ReplacementPN;SpecSection;BomNote;Tolerance
R102;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R103;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R104;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R105;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R106;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R107;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R108;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R109;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R110;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R111;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R112;Чип резистор;CRCW04022K00FKED; ;2 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R113;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R114;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R115;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R116;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R117;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R118;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R119;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R120;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R121;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R122;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R123;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R124;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R125;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R126;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R127;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R128;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R129;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R130;Чип резистор;CRCW060375R0FKED; ;75; ; ;Vishay; ;0603;100 ppm/K; ; ; ; ; ;1
R131;Чип резистор;CRCW1206510KJKED; ;510 к; ; ;Vishay; ;1206;100 ppm/K; ; ; ; ; ;5
R132;Чип резистор;CRCW1206510KJKED; ;510 к; ; ;Vishay; ;1206;100 ppm/K; ; ; ; ; ;5
R133;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R134;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R135;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R136;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R137;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R138;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R139;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R140;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R141;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R142;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R143;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R144;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R145;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R146;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R147;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R148;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R149;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R150;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R151;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R152;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R153;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R154;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R155;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R156;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R157;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R158;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R159;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R160;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R161;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R162;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R163;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R164;Чип резистор;CRCW040249R9FKED; ;49,9; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;1
R165;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R166;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R167;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R168;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R169;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R170;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R171;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R172;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R173;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R174;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R175;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R176;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R177;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R178;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R179;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R180;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R181;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R182;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R183;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R184;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R185;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R186;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R187;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R188;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R189;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R190;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R191;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R192;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R193;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R194;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R195;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R196;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R197;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R198;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R199;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R200;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R201;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R202;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R203;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R204;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R205;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R206;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R207;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R208;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R209;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R210;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R211;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R212;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R213;Чип резистор;CRCW04024K99FKED; ;4,99 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;1
R214;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R215;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R216;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R217;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R218;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R219;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay;*;0402;100 ppm/K; ; ; ; ; ;5
R220;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R221;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R222;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R223;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R224;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R225;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R226;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R227;Чип резистор;CRCW040233R0JKED; ;33; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R228;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R229;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R230;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R231;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R232;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R233;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay; ;0402; ; ; ; ; ; ; 
R234;Чип резистор;CRCW04020000Z0ED; ;0; ; ;Vishay;*;0402; ; ; ; ; ; ; 
R235;Чип резистор;CRCW0402330RJKED; ;330; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R236;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
R237;Чип резистор;CRCW040210K0JKED; ;10 к; ; ;Vishay; ;0402;100 ppm/K; ; ; ; ; ;5
T1;Трансформатор;TG110-EMX6NXLF; ; ; ; ;Halo; ;SO-40; ; ; ; ; ; ; 
T2;Трансформатор;TG110-EMX6NXLF; ; ; ; ;Halo; ;SO-40; ; ; ; ; ; ; 
T3;Трансформатор;TG110-EMX6NXLF; ; ; ; ;Halo; ;SO-40; ; ; ; ; ; ; 
T4;Трансформатор;TG110-EMX6NXLF; ; ; ; ;Halo; ;SO-40; ; ; ; ; ; ; 
VD1;Диод;SS5P6-M3/86A; ; ; ; ;Vishay; ;TO-277A; ; ; ; ; ; ; 
VD2;Диод-супрессор;SMAJ12A-E3/5A; ; ; ; ;Vishay; ;DO-214AC; ; ; ; ; ; ; 
VD3;Диод-супрессор;SMP3V3-M3/84A; ; ; ; ;Vishay;*;DO-220AA; ; ; ; ; ; ; 
XP1;Вилка;ASP-153860-01; ; ; ; ;Samtec; ;BGA-114; ; ; ; ; ; ; 
XP2;Вилка;ASP-153860-01; ; ; ; ;Samtec; ;BGA-114; ; ; ; ; ; ; 
XP3;Вилка;53261-1071; ; ; ; ;MOLEX; ;SMD; ; ; ; ; ; ; 
XS1;Розетка;74441-0001; ; ; ; ;Molex;*;SMD; ; ; ; ; ; ; 
XS2;Кожух SFP;74737-0010; ; ; ; ;Molex;*;THRU; ; ; ; ; ; ; 
XS3;Розетка;74441-0001; ; ; ; ;Molex;*;SMD; ; ; ; ; ; ; 
XS4;Кожух SFP;74737-0010; ; ; ; ;Molex;*;THRU; ; ; ; ; ; ; 
XS5;Розетка;74441-0001; ; ; ; ;Molex;*;SMD; ; ; ; ; ; ; 
XS6;Кожух SFP;74737-0010; ; ; ; ;Molex;*;THRU; ; ; ; ; ; ; 
ZH1;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH2;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH3;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH4;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH5;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH6;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH7;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH8;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH9;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH10;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH11;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH12;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH13;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH14;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata; ;0603; ; ; ; ; ; ; 
ZH15;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata;*;0603; ; ; ; ; ; ; 
ZH16;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata;*;0603; ; ; ; ; ; ; 
ZH17;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata;*;0603; ; ; ; ; ; ; 
ZH18;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata;*;0603; ; ; ; ; ; ; 
ZH19;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata;*;0603; ; ; ; ; ; ; 
ZH20;Чип фильтр;BLM18PG121SN1D; ;120; ; ;Murata;*;0603; ; ; ; ; ; ; 
